,index,prediction
11512,81017,238.0 gram
11513,81018,
11514,81019,25.0 centimetre
11515,81020,25.0 centimetre
11516,81021,38.5 centimetre
11517,81022,38.5 centimetre
11518,81023,390.0 millimetre
11519,81024,
11520,81025,79.5 centimetre
11521,81026,208.0 centimetre
11522,81027,121.0 centimetre
11523,81028,18.7 centimetre
11524,81029,18.7 centimetre
11525,81030,138.0 inch
11526,81031,138.0 inch
11527,81032,1500.0 millimetre
11528,81033,40.0 millimetre
11529,81034,40.0 millimetre
11530,81035,85.0 centimetre
11531,81036,85.0 centimetre
11532,81037,
11533,81038,44.0 centimetre
11534,81039,
11535,81040,
11536,81041,12.0 centimetre
11537,81042,
11538,81043,
11539,81044,9.0 inch
11540,81045,97.0 centimetre
11541,81046,
11542,81047,
11543,81048,46.0 centimetre
11544,81049,
11545,81050,
11546,81051,43.0 centimetre
11547,81052,79.0 centimetre
11548,81053,
11549,81054,
11550,81055,65.0 centimetre
11551,81056,65.0 centimetre
11552,81057,
11553,81058,
11554,81059,5.7 centimetre
11555,81060,5.7 centimetre
11556,81061,
11557,81062,12.8 inch
11558,81063,12.8 inch
11559,81064,820.0 millimetre
11560,81065,820.0 millimetre
11561,81066,820.0 millimetre
11562,81067,42.0 centimetre
11563,81068,42.0 centimetre
11564,81069,18.0 inch
11565,81070,18.0 inch
11566,81071,13.5 centimetre
11567,81072,13.5 centimetre
11568,81073,31.0 centimetre
11569,81074,153.0 centimetre
11570,81075,
11571,81076,35.4 centimetre
11572,81077,19.0 inch
11573,81078,38.0 millimetre
11574,81079,
11575,81080,
11576,81081,51.0 inch
11577,81082,
11578,81083,
11579,81084,33.0 centimetre
11580,81085,33.0 centimetre
11581,81086,3.5 centimetre
11582,81087,
11583,81088,93.0 centimetre
11584,81089,
11585,81090,
11586,81091,48.0 centimetre
11587,81092,
11588,81093,
11589,81094,1035.0 millimetre
11590,81095,
11591,81096,
11592,81097,48.3 centimetre
11593,81098,48.3 centimetre
11594,81099,150.0 centimetre
11595,81100,150.0 centimetre
11596,81101,165.0 millimetre
11597,81102,165.0 millimetre
11598,81103,
11599,81104,238.0 millimetre
11600,81105,33.0 centimetre
11601,81106,8.0 centimetre
11602,81107,8.0 centimetre
11603,81108,
11604,81109,
11605,81110,
11606,81111,
11607,81112,
11608,81113,
11609,81114,
11610,81115,8.18 inch
11611,81116,
11612,81117,5.0 centimetre
11613,81118,5.0 centimetre
11614,81119,
11615,81120,28.0 centimetre
11616,81121,
11617,81122,
11618,81123,55.6 inch
11619,81124,55.6 inch
11620,81125,80.0 millimetre
11621,81126,1254.9 millimetre
11622,81127,1441.0 millimetre
11623,81128,
11624,81129,
11625,81130,
11626,81131,31.9 centimetre
11627,81132,13.18 inch
11628,81133,44.0 centimetre
11629,81134,44.0 centimetre
11630,81135,126.0 millimetre
11631,81136,8.86 inch
11632,81137,60.8 centimetre
11633,81138,60.8 centimetre
11634,81139,196.0 gram
11635,81140,175.0 centimetre
11636,81141,
11637,81142,
11638,81143,
11639,81144,21.5 centimetre
11640,81145,21.5 centimetre
11641,81146,21.5 centimetre
11642,81147,56.0 centimetre
11643,81148,430.0 millimetre
11644,81149,430.0 millimetre
11645,81150,20.0 centimetre
11646,81151,20.0 centimetre
11647,81152,
11648,81153,
11649,81154,
11650,81155,0.0 centimetre
11651,81156,0.0 centimetre
11652,81157,19.0 centimetre
11653,81158,
11654,81159,15.5 centimetre
11655,81160,15.5 centimetre
11656,81161,
11657,81162,
11658,81163,18.0 centimetre
11659,81164,
11660,81165,
11661,81166,
11662,81167,11.9 centimetre
11663,81168,8.5 centimetre
11664,81169,8.5 centimetre
11665,81170,2.4 inch
11666,81171,2.4 inch
11667,81172,32.0 centimetre
11668,81173,183.0 millimetre
11669,81174,
11670,81175,152.0 centimetre
11671,81176,152.0 centimetre
11672,81177,152.0 centimetre
11673,81178,90.0 centimetre
11674,81179,
11675,81180,1.1 kilogram
11676,81181,1.57 inch
11677,81182,1.57 inch
11678,81183,20.0 centimetre
11679,81184,20.0 centimetre
11680,81185,20.0 centimetre
11681,81186,7.0 inch
11682,81187,7.0 inch
11683,81188,
11684,81189,
11685,81190,33.8 inch
11686,81191,150.0 metre
11687,81192,150.0 metre
11688,81193,150.0 metre
11689,81194,39.0 centimetre
11690,81195,130.0 millimetre
11691,81196,130.0 millimetre
11692,81197,10.0 foot
11693,81198,10.0 foot
11694,81199,2.0 centimetre
11695,81200,306.0 millimetre
11696,81201,306.0 millimetre
11697,81202,
11698,81203,
11699,81204,19.69 inch
11700,81205,14.3 centimetre
11701,81206,14.3 centimetre
11702,81207,540.0 millimetre
11703,81208,8.0 inch
11704,81209,1200.0 millimetre
11705,81210,
11706,81211,
11707,81212,105.0 centimetre
11708,81213,
11709,81214,83.0 millimetre
11710,81215,35.0 centimetre
11711,81216,25.0 centimetre
11712,81217,14.0 centimetre
11713,81218,300.0 centimetre
11714,81219,24.4 inch
11715,81220,24.4 inch
11716,81221,48.0 centimetre
11717,81222,48.0 centimetre
11718,81223,274.0 centimetre
11719,81224,274.0 centimetre
11720,81225,32.0 inch
11721,81226,32.0 inch
11722,81227,5.0 centimetre
11723,81228,
11724,81229,
11725,81230,11.7 centimetre
11726,81231,11.7 centimetre
11727,81232,
11728,81233,35.0 millimetre
11729,81234,2240.0 millimetre
11730,81235,100.0 millimetre
11731,81236,100.0 millimetre
11732,81237,7.4 centimetre
11733,81238,5.0 centimetre
11734,81239,5.0 centimetre
11735,81240,240.0 gram
11736,81241,14.5 centimetre
11737,81242,14.5 centimetre
11738,81243,22.0 centimetre
11739,81244,
11740,81245,
11741,81246,24.0 centimetre
11742,81247,24.0 centimetre
11743,81248,
11744,81249,
11745,81250,15.7 inch
11746,81251,20.0 centimetre
11747,81252,20.0 centimetre
11748,81253,25.0 centimetre
11749,81254,33.0 centimetre
11750,81255,33.0 centimetre
11751,81256,
11752,81257,
11753,81258,
11754,81259,24.0 centimetre
11755,81260,24.0 centimetre
11756,81261,329.0 millimetre
11757,81262,329.0 millimetre
11758,81263,13.5 centimetre
11759,81264,3.14 inch
11760,81265,3.14 inch
11761,81266,13.5 centimetre
11762,81267,14.0 inch
11763,81268,14.0 inch
11764,81269,2.17 inch
11765,81270,80.0 centimetre
11766,81271,
11767,81272,
11768,81273,15.0 centimetre
11769,81274,15.0 centimetre
11770,81275,15.0 centimetre
11771,81276,2.75 inch
11772,81277,
11773,81278,
11774,81279,
11775,81280,7.4 centimetre
11776,81281,7.4 centimetre
11777,81282,7.4 centimetre
11778,81283,22.0 centimetre
11779,81284,22.0 centimetre
11780,81285,230.0 centimetre
11781,81286,
11782,81287,
11783,81288,
11784,81289,
11785,81290,857.0 millimetre
11786,81291,857.0 millimetre
11787,81292,
11788,81293,
11789,81294,
11790,81295,36.3 centimetre
11791,81296,70.0 millimetre
11792,81297,70.0 millimetre
11793,81298,4.5 inch
11794,81299,4.5 inch
11795,81300,
11796,81301,27.0 millimetre
11797,81302,27.0 millimetre
11798,81303,27.0 millimetre
11799,81304,
11800,81305,170.0 millimetre
11801,81306,170.0 millimetre
11802,81307,
11803,81308,
11804,81309,
11805,81310,
11806,81311,
11807,81312,45.0 millimetre
11808,81313,9.5 inch
11809,81314,9.5 inch
11810,81315,
11811,81316,
11812,81317,6.0 centimetre
11813,81318,24.0 inch
11814,81319,24.0 inch
11815,81320,16.0 centimetre
11816,81321,16.0 centimetre
11817,81322,16.0 centimetre
11818,81323,
11819,81324,47.0 centimetre
11820,81325,85.5 millimetre
11821,81326,24.0 centimetre
11822,81327,24.0 centimetre
11823,81328,24.0 centimetre
11824,81329,
11825,81330,0.6 inch
11826,81331,0.6 inch
11827,81332,130.0 millimetre
11828,81333,130.0 millimetre
11829,81334,130.0 millimetre
11830,81335,23.0 centimetre
11831,81336,88.9 centimetre
11832,81337,145.0 centimetre
11833,81338,14.8 centimetre
11834,81339,
11835,81340,
11836,81341,
11837,81342,
11838,81343,
11839,81344,
11840,81345,7.0 centimetre
11841,81346,7.0 centimetre
11842,81347,75.0 millimetre
11843,81348,835.0 centimetre
11844,81349,
11845,81350,50.0 millimetre
11846,81351,50.0 millimetre
11847,81352,
11848,81353,9.0 centimetre
11849,81354,
11850,81355,15.2 centimetre
11851,81356,70.0 millimetre
11852,81357,70.0 millimetre
11853,81358,
11854,81359,
11855,81360,28.0 centimetre
11856,81361,28.0 centimetre
11857,81362,50728.303 millimetre
11858,81363,50728.303 millimetre
11859,81364,
11860,81365,
11861,81366,
11862,81367,
11863,81368,65.0 centimetre
11864,81369,65.0 centimetre
11865,81370,16.0 centimetre
11866,81371,16.0 centimetre
11867,81372,134.0 millimetre
11868,81373,
11869,81374,0.0 kilogram
11870,81375,0.0 kilogram
11871,81376,
11872,81377,174.6 millimetre
11873,81378,174.6 millimetre
11874,81379,174.6 millimetre
11875,81380,
11876,81381,4.0 centimetre
11877,81382,
11878,81383,
11879,81384,
11880,81385,
11881,81386,41.0 gram
11882,81387,
11883,81388,
11884,81389,53.0 millimetre
11885,81390,53.0 millimetre
11886,81391,1.8 millimetre
11887,81392,1.8 millimetre
11888,81393,
11889,81394,
11890,81395,
11891,81396,
11892,81397,
11893,81398,11.6 centimetre
11894,81399,6.5 centimetre
11895,81400,115.0 centimetre
11896,81401,214.0 metre
11897,81402,10.2 centimetre
11898,81403,10.2 centimetre
11899,81404,10.2 centimetre
11900,81405,101.0 centimetre
11901,81406,115.0 centimetre
11902,81407,23.0 centimetre
11903,81408,6.7 inch
11904,81409,33.0 centimetre
11905,81410,
11906,81411,52.8 centimetre
11907,81412,15.0 centimetre
11908,81413,15.0 centimetre
11909,81414,
11910,81415,
11911,81416,
11912,81417,
11913,81418,
11914,81419,
11915,81420,220.0 millimetre
11916,81421,205.0 centimetre
11917,81422,35.8 pound
11918,81423,
11919,81424,6.5 foot
11920,81425,6.5 foot
11921,81426,45.0 centimetre
11922,81427,45.0 centimetre
11923,81428,
11924,81429,
11925,81430,
11926,81431,60.0 centimetre
11927,81432,
11928,81433,63.5 centimetre
11929,81434,
11930,81435,
11931,81436,
11932,81437,71.0 centimetre
11933,81438,75.0 millimetre
11934,81439,
11935,81440,
11936,81441,
11937,81442,
11938,81443,
11939,81444,
11940,81445,25.0 centimetre
11941,81446,
11942,81447,
11943,81448,
11944,81449,150.0 centimetre
11945,81450,42.0 gram
11946,81451,
11947,81452,95.0 centimetre
11948,81453,35.56 centimetre
11949,81454,168.0 millimetre
11950,81455,168.0 millimetre
11951,81456,168.0 millimetre
11952,81457,8.0 inch
11953,81458,
11954,81459,
11955,81460,6.0 centimetre
11956,81461,6.0 centimetre
11957,81462,
11958,81463,
11959,81464,
11960,81465,7.0 inch
11961,81466,
11962,81467,29.5 inch
11963,81468,7.0 inch
11964,81469,7.0 inch
11965,81470,7.0 inch
11966,81471,8.5 centimetre
11967,81472,
11968,81473,
11969,81474,
11970,81475,
11971,81476,
11972,81477,
11973,81478,25.0 centimetre
11974,81479,25.0 centimetre
11975,81480,
11976,81481,
11977,81482,
11978,81483,
11979,81484,
11980,81485,
11981,81486,92.0 centimetre
11982,81487,92.0 centimetre
11983,81488,92.0 centimetre
11984,81489,
11985,81490,
11986,81491,18.0 centimetre
11987,81492,40.0 centimetre
11988,81493,
11989,81494,
11990,81495,
11991,81496,23.34 centimetre
11992,81497,21.0 centimetre
11993,81498,21.0 centimetre
11994,81499,40.0 metre
11995,81500,
11996,81501,
11997,81502,12.7 centimetre
11998,81503,40.0 centimetre
11999,81504,
12000,81505,
12001,81506,
12002,81507,22.0 inch
12003,81508,0.47 inch
12004,81509,29.5 centimetre
12005,81510,
12006,81511,
12007,81512,37.1 centimetre
12008,81513,22.0 centimetre
12009,81514,22.0 centimetre
12010,81515,75.0 centimetre
12011,81516,75.0 centimetre
12012,81517,
12013,81518,
12014,81519,
12015,81520,90.0 centimetre
12016,81521,150.0 ton
12017,81522,150.0 ton
12018,81523,28.0 centimetre
12019,81524,170.0 centimetre
12020,81525,1.4 centimetre
12021,81526,
12022,81527,
12023,81528,8.0 centimetre
12024,81529,7.0 centimetre
12025,81530,14.0 inch
12026,81531,
12027,81532,
12028,81533,175.0 centimetre
12029,81534,95.7 millimetre
12030,81535,95.7 millimetre
12031,81536,30.0 centimetre
12032,81537,
12033,81538,31.3 centimetre
12034,81539,70.0 centimetre
12035,81540,70.0 centimetre
12036,81541,
12037,81542,18.0 centimetre
12038,81543,30.0 centimetre
12039,81544,
12040,81545,18.0 centimetre
12041,81546,29.7 millimetre
12042,81547,7.0 centimetre
12043,81548,7.0 centimetre
12044,81549,
12045,81550,
12046,81551,35.0 centimetre
12047,81552,12.0 foot
12048,81553,12.0 foot
12049,81554,40.5 millimetre
12050,81555,40.5 millimetre
12051,81556,5.0 centimetre
12052,81557,5.0 centimetre
12053,81558,5.0 centimetre
12054,81559,8.5 centimetre
12055,81560,
12056,81561,
12057,81562,
12058,81563,
12059,81564,1880.0 millimetre
12060,81565,110.0 millimetre
12061,81566,230.0 centimetre
12062,81567,43.0 inch
12063,81568,12.5 foot
12064,81569,12.5 foot
12065,81570,12.5 foot
12066,81571,55.0 millimetre
12067,81572,75.0 centimetre
12068,81573,
12069,81574,
12070,81575,
12071,81576,
12072,81577,
12073,81578,63.0 centimetre
12074,81579,140.0 centimetre
12075,81580,36.0 millimetre
12076,81581,4.6 inch
12077,81582,166.0 centimetre
12078,81583,53.0 centimetre
12079,81584,42.0 centimetre
12080,81585,25.5 centimetre
12081,81586,
12082,81587,103.0 millimetre
12083,81588,92.0 centimetre
12084,81589,92.0 centimetre
12085,81590,92.0 centimetre
12086,81591,12.0 centimetre
12087,81592,
12088,81593,450.0 metre
12089,81594,32.0 millimetre
12090,81595,32.0 millimetre
12091,81596,32.0 millimetre
12092,81597,139.0 centimetre
12093,81598,139.0 centimetre
12094,81599,81.0 inch
12095,81600,
12096,81601,22.0 centimetre
12097,81602,22.0 centimetre
12098,81603,335.0 millimetre
12099,81604,335.0 millimetre
12100,81605,
12101,81606,
12102,81607,
12103,81608,
12104,81609,
12105,81610,30.0 centimetre
12106,81611,30.0 centimetre
12107,81612,23.0 foot
12108,81613,23.0 foot
12109,81614,12.6 centimetre
12110,81615,12.6 centimetre
12111,81616,32.0 centimetre
12112,81617,32.0 centimetre
12113,81618,
12114,81619,82.0 centimetre
12115,81620,19.0 centimetre
12116,81621,19.0 centimetre
12117,81622,19.0 centimetre
12118,81623,9.25 inch
12119,81624,
12120,81625,
12121,81626,7.0 centimetre
12122,81627,7.0 centimetre
12123,81628,50.8 centimetre
12124,81629,97.0 inch
12125,81630,7.0 inch
12126,81631,7.0 inch
12127,81632,5.0 centimetre
12128,81633,5.0 centimetre
12129,81634,5.0 centimetre
12130,81635,
12131,81636,25.0 centimetre
12132,81637,25.0 centimetre
12133,81638,18.0 foot
12134,81639,16.0 inch
12135,81640,16.0 inch
12136,81641,16.0 inch
12137,81642,83.0 centimetre
12138,81643,
12139,81644,
12140,81645,
12141,81646,26.5 centimetre
12142,81647,23.0 centimetre
12143,81648,23.0 centimetre
12144,81649,18.0 centimetre
12145,81650,18.0 centimetre
12146,81651,145.0 centimetre
12147,81652,10.0 metre
12148,81653,10.0 metre
12149,81654,9.0 millimetre
12150,81655,9.0 millimetre
12151,81656,9.0 millimetre
12152,81657,4.8 centimetre
12153,81658,26.0 centimetre
12154,81659,18.0 millimetre
12155,81660,18.0 millimetre
12156,81661,18.0 millimetre
12157,81662,
12158,81663,19.5 centimetre
12159,81664,
12160,81665,12.0 inch
12161,81666,
12162,81667,
12163,81668,
12164,81669,
12165,81670,
12166,81671,
12167,81672,31.0 millimetre
12168,81673,31.0 millimetre
12169,81674,31.0 millimetre
12170,81675,37.0 centimetre
12171,81676,39.0 centimetre
12172,81677,39.0 centimetre
12173,81678,3.7 centimetre
12174,81679,3.7 centimetre
12175,81680,3.7 centimetre
12176,81681,34.5 centimetre
12177,81682,30.0 centimetre
12178,81683,
12179,81684,
12180,81685,
12181,81686,110.6 inch
12182,81687,110.6 inch
12183,81688,110.6 inch
12184,81689,
12185,81690,
12186,81691,29.0 centimetre
12187,81692,29.0 centimetre
12188,81693,
12189,81694,
12190,81695,
12191,81696,
12192,81697,5.75 inch
12193,81698,5.75 inch
12194,81699,8.7 inch
12195,81700,90.0 centimetre
12196,81701,650.0 pound
12197,81702,24.0 centimetre
12198,81703,
12199,81704,15.5 centimetre
12200,81705,6853.0 gram
12201,81706,14.5 centimetre
12202,81707,15.0 centimetre
12203,81708,21.0 millimetre
12204,81709,
12205,81710,
12206,81711,50.0 centimetre
12207,81712,50.0 centimetre
12208,81713,50.0 centimetre
12209,81714,60.0 centimetre
12210,81715,4.92 inch
12211,81716,4.92 inch
12212,81717,4.92 inch
12213,81718,6.8 centimetre
12214,81719,6.8 centimetre
12215,81720,
12216,81721,
12217,81722,15.0 centimetre
12218,81723,113.4 centimetre
12219,81724,30.0 centimetre
12220,81725,30.0 centimetre
12221,81726,
12222,81727,6.5 inch
12223,81728,
12224,81729,35.0 centimetre
12225,81730,13.2 centimetre
12226,81731,13.2 centimetre
12227,81732,25.0 centimetre
12228,81733,
12229,81734,
12230,81735,35.0 millimetre
12231,81736,14.5 centimetre
12232,81737,14.5 centimetre
12233,81738,14.5 centimetre
12234,81739,14.0 centimetre
12235,81740,14.0 centimetre
12236,81741,14.0 centimetre
12237,81742,
12238,81743,128.0 centimetre
12239,81744,3.6 metre
12240,81745,3.6 metre
12241,81746,
12242,81747,
12243,81748,260.0 centimetre
12244,81749,145.0 millimetre
12245,81750,
12246,81751,
12247,81752,
12248,81753,18.0 centimetre
12249,81754,112.0 centimetre
12250,81755,112.0 centimetre
12251,81756,8.8 centimetre
12252,81757,8.8 centimetre
12253,81758,21.0 centimetre
12254,81759,140.0 centimetre
12255,81760,12.0 centimetre
12256,81761,12.0 centimetre
12257,81762,45.0 pound
12258,81763,12.0 centimetre
12259,81764,94.0 centimetre
12260,81765,
12261,81766,53.0 millimetre
12262,81767,9.8 inch
12263,81768,
12264,81769,
12265,81770,8.0 centimetre
12266,81771,8.0 centimetre
12267,81772,36.0 millimetre
12268,81773,36.0 millimetre
12269,81774,1.0 pound
12270,81775,30.0 centimetre
12271,81776,30.0 centimetre
12272,81777,20.0 millimetre
12273,81778,
12274,81779,30.0 centimetre
12275,81780,30.0 centimetre
12276,81781,30.0 millimetre
12277,81782,30.0 millimetre
12278,81783,170.0 centimetre
12279,81784,
12280,81785,89.0 centimetre
12281,81786,2.1 inch
12282,81787,7.0 centimetre
12283,81788,50.0 gram
12284,81789,
12285,81790,
12286,81791,52.0 centimetre
12287,81792,
12288,81793,
12289,81794,150.0 centimetre
12290,81795,150.0 centimetre
12291,81796,150.0 centimetre
12292,81797,4.0 millimetre
12293,81798,67.0 centimetre
12294,81799,1053.0 millimetre
12295,81800,
12296,81801,
12297,81802,
12298,81803,
12299,81804,2.8 centimetre
12300,81805,16.0 centimetre
12301,81806,16.0 centimetre
12302,81807,
12303,81808,
12304,81809,16.53 inch
12305,81810,45.0 centimetre
12306,81811,45.0 centimetre
12307,81812,45.0 centimetre
12308,81813,8.0 millimetre
12309,81814,8.0 millimetre
12310,81815,11.5 centimetre
12311,81816,31.0 centimetre
12312,81817,31.0 centimetre
12313,81818,31.0 centimetre
12314,81819,
12315,81820,45.0 centimetre
12316,81821,72.0 inch
12317,81822,72.0 inch
12318,81823,90.0 millimetre
12319,81824,90.0 millimetre
12320,81825,6.69 inch
12321,81826,6.69 inch
12322,81827,6.69 inch
12323,81828,
12324,81829,
12325,81830,
12326,81831,77.0 inch
12327,81832,
12328,81833,
12329,81834,28.0 centimetre
12330,81835,185.0 millimetre
12331,81836,16.4 foot
12332,81837,16.4 foot
12333,81838,16.4 foot
12334,81839,7.8 inch
12335,81840,7.8 inch
12336,81841,
12337,81842,31.5 centimetre
12338,81843,60.0 millimetre
12339,81844,35.0 centimetre
12340,81845,
12341,81846,
12342,81847,17.3 inch
12343,81848,17.3 inch
12344,81849,
12345,81850,57.0 inch
12346,81851,57.0 inch
12347,81852,
12348,81853,
12349,81854,0.0 centimetre
12350,81855,0.0 centimetre
12351,81856,0.0 centimetre
12352,81857,
12353,81858,
12354,81859,100.0 centimetre
12355,81860,23.5 centimetre
12356,81861,3.7 centimetre
12357,81862,3.7 centimetre
12358,81863,3.7 centimetre
12359,81864,80.0 centimetre
12360,81865,80.0 centimetre
12361,81866,192.0 millimetre
12362,81867,6.0 centimetre
12363,81868,6.0 centimetre
12364,81869,
12365,81870,
12366,81871,
12367,81872,
12368,81873,300.0 centimetre
12369,81874,300.0 centimetre
12370,81875,
12371,81876,8.0 millimetre
12372,81877,8.0 millimetre
12373,81878,20.0 millimetre
12374,81879,20.0 millimetre
12375,81880,21.0 centimetre
12376,81881,95.0 millimetre
12377,81882,95.0 millimetre
12378,81883,160.0 millimetre
